TRABEOS128F148FF21,Send in the Boys,Milburn,1_0_0
TRABFKN12903CAF61B,Shameless,All Time Low,2_0_0
TRABFWK128F9322F59,Exclusively,Jill Scott,0_2_0
TRABFRA128F42722B0,American Music,Violent Femmes,1_0_0
TRABFWG128F92EA530,She's Always A Woman,Billy Joel,0_2_1
TRABGMB128F92E8CF7,Smile (Radio Edit),Lily Allen,1_0_0
TRABGUY128F426654F,Race You,Figurines,0_0_1
TRABGIN128F14B0238,Kids In America,Cascada,2_0_0
TRABGSH128F932D04D,Psychedelic Sally,Eddie Jefferson,1_0_0
TRABGNX128F92ECF1C,All The Earth Will Sing Your Praises,Lincoln Brewster,1_0_0
TRABHYO128F9307B76,What I'm Trying To Say,Stars,3_0_1
TRABHTY12903CCE195,The Blue Cafe,Chris Rea,0_1_0
TRABIOA128F42A6DB1,What's Going On,Marvin Gaye,0_1_0
TRABIQP128F427D0DD,Everchanging,Rise Against,0_1_2
TRABJIX128C7196953,Stronger Than Me,Amy Winehouse,0_2_0
TRABLMN128E0792687,Don't Let Go,Weezer,1_0_0
TRABLDX128F932A1E9,Bleak Prospects,Solitary Experiments,0_0_1
TRABLRZ128F146BDC1,Since I've Been Loving You,Corinne Bailey Rae,0_2_1
TRABMBG128F429E9F1,Sweedeedee,Cat Power,0_2_3
TRABNRF128F42712C0,Beg Your Pardon,Josh Pyke,0_1_0
TRABNCD128F425F1B2,Wipeout,The Ventures,0_2_0
TRABNZS128F932C6E8,Willow Tree,G. Love & Special Sauce,0_1_0
TRABNLJ128F930C5E0,The Best Summer Ever,A Sunny Day in Glasgow,1_0_0
TRABNXY128EF3451FC,You Took The Words Right Out Of My Mouth,First Choice,1_0_0
TRABOVZ128F932CA7D,Everyday,Buddy Holly & The Crickets,1_0_0
TRABOGK128F9348805,Pretty Polly,Dock Boggs,0_1_0
TRABOXX128F92F29EB,Panda Bear,Owl City,3_0_0
TRABOEM12903CD8FFC,Foggy Mountain Breakdown,Lester Flatt & Earl Scruggs,1_0_0
TRABPNQ12903CF544B,Sweet Inspiration,Vonda Shepard,1_0_0
TRABPUI12903CF22CE,Sahti-Waari,Turisas,2_0_0
TRABPAY128F428B181,K,The Clientele,0_1_0
TRABQZK128F92F54F4,Pienso En Ti,Shakira,0_0_1
TRABQDP128F42921F8,Didn't We Almost Have It All,Whitney Houston,0_0_1
TRABRVU128EF342D09,Forever Again,Melanie C,0_0_1
TRABRUJ128F42ADE0D,A Man I'll Never Be,Boston,0_0_1
TRABRXB128F92F3F94,Hey Ya!,OutKast,1_0_0
TRABRWS128F422957B,Show Me,Mint Royale,1_0_0
TRABSJS128F933BD67,All The Tears I've Cried,Jenna,1_0_0
TRABSPE128F92EC08F,Germ Free Adolescents,X-Ray Spex,0_0_1
TRABSHZ128F147A6CE,Amabhongo,Mahotella Queens,1_0_0
TRABTXS128F92E2FDC,Ammonite,Zeromancer,0_0_2
TRABTBA128F92FE16B,The Only Way Is Up,Yazz,1_0_0
TRABTYE12903CDA646,Take Comfort,The Cooper Temple Clause,0_2_0
TRABTDP128F424D00B,Horizon,Jon & Vangelis,0_3_0
TRABTWX128F42B8619,Calypso,John Denver,1_2_0
TRABUML128F4214EBB,Village Attack / The Arrest,Kitaro,0_1_0
TRABUDI128F92D0C8C,I Love You,Ayo,0_1_0
TRABVVN12903CB6445,Closing Scene,The Radio Dept.,0_1_0
TRABVLU128F9337F6D,Canción para mi Muerte,Sui Generis,0_0_1
TRABVIU128E0780DA0,Slave To The Wage,Placebo,0_0_1
TRABVIL128F427978C,Democracy,Leonard Cohen,0_1_0
TRABVRA12903CA902D,Love Is Strange,Mickey & Sylvia,2_0_0
TRABYQX128F427CF08,Keep The Customer Satisfied,Simon & Garfunkel,2_1_0
TRABZJE128F4259835,Sometimes,My Bloody Valentine,0_0_2
TRABZKL128F931C0CE,Winter Windows,Sea Wolf,0_0_1
TRABZQR12903CCBE06,Two Lovers,Mary Wells,0_1_0
TRABZFP12903D0945A,Moth's Wings,Passion Pit,2_2_0
TRABZOP128F9316E24,Eleanor Put Your Boots On,Franz Ferdinand,1_3_1
TRACAKD128F92D5D38,My Life Would Suck Without You,Kelly Clarkson,1_0_0
TRACAVB128F425F643,Reverie,David Lanz/Paul Speer,0_1_0
TRACBUY128F1479245,Creeps Me Out,IMA Robot,1_0_0
TRACBWP128C7196948,It's Not Me,3 Doors Down,0_1_0
TRACBNP128F4278243,Vision Of Love,Mariah Carey,0_1_0
TRACCUS128F92E1FEB,Bedroom Acoustics,Muse,0_1_0
TRACCDN128E0783BC1,Buried Alive,Otep,0_0_1
TRACCNE12903CD8E17,Melody Hill,The Archies,1_0_0
TRACDHL12903D0C387,Radar Detector,Darwin Deez,3_0_0
TRACDUX128F429B303,Worms Make Dirt,The Aquabats,1_0_0
TRACDEY128F931D2A2,Leader Of The Band,Dan Fogelberg,0_1_0
TRACDRB128F93617EE,The Big Fight,Stars,0_2_0
TRACDHB12903CDF8F6,Irony,Frozen Plasma,1_0_0
TRACDTC128F426F7CE,Only A Pawn In Their Game,Bob Dylan,0_0_1
TRACEYZ128F424D66A,Into Eternity,Jens Lekman,3_1_0
TRACEHO128F1488CEA,The Diary of Jane (acoustic),Breaking Benjamin,0_2_1
TRACECN128F9310E97,Subterranean Homesick Alien,Radiohead,0_3_1
TRACESB128F92F0EDD,13 Steps Lead Down,Elvis Costello,1_0_0
TRACFQR128E0793D87,Ocean Pie,Shed Seven,0_1_0
TRACFJZ128F422BC5C,The Marriage,Elisa,0_1_0
TRACFCQ128F4214EB6,Trong Com,Kitaro,0_1_0
TRACFOJ128F4253EFA,Still in Love,Nick Cave and the Bad Seeds,0_0_1
TRACGHI128F427EC93,Slow Me Down,Aberfeldy,1_0_0
TRACGCT128F42BA91B,Couldn't You Tell,B.C. Camplight,0_0_1
TRACHLU128F4259F9B,Judgement,Anathema,0_1_0
TRACHGE128F9330C03,Sensible Shoes Blues,Milky Wimpshake,1_0_0
TRACHKX128F934B07A,I'm Not Done,Fever Ray,0_0_1
TRACHIN128F92EBACE,And the Grass Grows By Itself,Karunesh,0_1_0
TRACHHV128F932357F,Setting Sun,Howling Bells,0_0_1
TRACKAP128F425B741,Walk Away,Christina Aguilera,0_0_3
TRACLWY128F145F848,You're The Ocean,Teitur,2_1_2
TRACLBE128F1485B63,Star Shaped,Blur,2_0_0
TRACLQI128F92F8149,Sun Is Shining,The Fireman,1_0_0
TRACMSK128F428FF9B,19 Minutes,Gareth Gates,0_1_0
TRACNAS128F14567C6,Mary Jane's Last Dance,Tom Petty And The Heartbreakers,1_0_1
TRACNBK128F423277B,Stormy Weather,Billie Holiday,0_0_2
TRACOQS128F92FFA9B,Circlewave,Squarepusher,0_0_1
TRACOVU128EF34B7F4,She's a Rainbow,World of Twist,1_0_0
TRACOTR128F92E16B1,Someone Is Waiting,Neutral Milk Hotel,0_1_0
TRACPZA128F933A56C,My Journey to the Stars,Burzum,0_1_0
TRACPKD128F14539CD,Slip Out The Back (Album Version),Fort Minor,1_0_0
TRACPZH128F9311764,Chocolate,Snow Patrol,1_1_1
TRACQAU128F4284DC7,The Safety Dance,Men Without Hats,3_0_0
TRACQOD128F42A8237,Sorry,Assemblage 23,0_0_1
TRACQIS128F92CBED8,History,Michael Jackson,1_0_0
TRACRRS128F1465A64,Prego Amore,Erlend Øye,1_0_0
TRACSIE128F427F98E,Talk About Us,Jennifer Lopez,0_1_0
TRACTIQ128F4288A7C,Soul Finger,The Bar-Kays,1_0_0
TRACTIE128F92E473B,Brother,Alice in Chains,0_0_1
TRACTRN12903D0D6C2,Running Scared,Roy Orbison,0_2_1
TRACTTC128F42370D9,Market Fresh,Broken Social Scene,1_2_0
TRACTQD128F14B0F9D,I Love You More Than You'll Ever Know,Donny Hathaway,1_0_0
TRACUCI128F930258D,Only You Can Make You Happy,Au Revoir Simone,1_0_0
TRACUCQ128F92FFBF7,Smooth Operator,Sade,0_2_0
TRACVFS128F424CF67,We Cry As One,The Old Dead Tree,0_0_1
TRACWWF128F9346965,Things Behind The Sun,Nick Drake,0_3_2
TRACWHF128F14557BB,Enjoy The Wait,Morcheeba,0_1_0
TRACWBT128F425A622,This Land Is Mine,Dido,0_2_0
TRACXGH128F931686C,Crimson And Clover,Tommy James & The Shondells,0_1_0
TRACXRR128F932BDCE,Past Mistake,Tricky,0_2_1
TRACYSI128F146CC11,Shapeshifter,Animal Liberation Orchestra,0_0_1
TRACYCJ128F9309246,Don't Go Knockin' on My Door,Britney Spears,0_1_0
TRACYQT128F931F4C0,She's Such A Beauty,Emitt Rhodes,1_0_0
TRACZWR128F92FFA26,Universe,Sébastien Tellier,0_1_0
TRACZJA128F429E665,Guardian Angel,Novaspace,0_1_0
TRACZSS128F424E1D9,Emily Kane,Art Brut,1_0_0
TRADAOM128F4263A78,Something's Missing,John Mayer,0_2_1
TRADBPI128F42731AC,To You I Bestow,Mundy,1_1_1
TRADBFO128E0787EFB,Cordelia,Daniel Lemma,0_1_0
TRADBAZ128F428B657,Lovetrap,Nikola Sarcevic,0_1_0
TRADCEE12903CBBB2F,Freedom Never Cries,Five For Fighting,0_0_1
TRADCDD128F1494A23,Thinking About You,Norah Jones,0_3_0
TRADDAV128F147422C,Vai Saber?,Marisa Monte,0_1_0
TRADDXS12903CEDB38,Don't Stop The Music,Rihanna,1_0_0
TRADDHW128F428BE89,Glory for Tomorrow,Patrick O'Hearn,0_2_0
TRADEAN12903CA464D,Tapindwa Nei,Oliver Mtukudzi,1_0_0
TRADFCD12903CD4397,Around the World in a Tea Daze,Shpongle,0_2_0
TRADFHW128F92E34CF,Valo,Antti Tuisku,0_1_0
TRADFXN12903CE6A7B,Farewell Blues,Lester Flatt & Earl Scruggs,1_0_0
TRADFLE128F425C6B9,Parasol,Jesse Cook,0_1_0
TRADGJI128F425A744,Dustbowl,Horse Feathers,0_1_2
TRADGQC128F424A8E5,One Moment Please...,Kenny Larkin,0_0_1
TRADGXK12903D01A3C,Prayers,In This Moment,0_0_1
TRADHPH128F92D7964,Truck Drivin' Man,Lynyrd Skynyrd,1_0_0
TRADISH128F42583CA,Wenn Der Regen Fällt,Maya Saban,0_0_1
TRADIJB128E078A9B7,Love In The First Degree,Bananarama,3_0_0
TRADINA128EF33FD9B,Y Si La Historia,Susana Zabaleta,0_0_1
TRADJXM128F42950DD,Mining for Gold,Cowboy Junkies,0_0_1
TRADJNG128F932814A,Heart Of Stone,The Rolling Stones,0_0_1
TRADJBZ128F1491A61,Never Give Up On The Good Times,Spice Girls,0_1_0
TRADJNN128EF351F1F,The Sun Is Shining (Down on Me),DT8 Project,0_1_1
TRADJGU128F42A6C00,Shake And Fingerpop,Jr. Walker & The All Stars,1_0_0
TRADJAG128F93051C2,Kindred Spirit,2002,0_3_0
TRADKVP128EF344816,Once upon a time in the west,Ennio Morricone,0_1_1
TRADLDY128F930CB07,The Courier,Richard Shindell,0_0_1
TRADLTH128F42AAFD2,Show A Little Faith,Charlotte Church,0_1_0
TRADLBJ128F423A031,The Dynamo Of Volition [From An All Night Session],Jason Mraz,0_1_0
TRADMGV128F92CC8BB,Hobart Paving,Saint Etienne,0_2_0
TRADMOG128F932CCFB,Paper Aeroplane,Angus & Julia Stone,0_2_0
TRADNZM128F9300DF3,Sunny Came Home,Shawn Colvin,0_0_1
TRADNZR12903CE69C0,Everlasting Love,Jamie Cullum,2_2_0
TRADNFH128F4290604,Grand Canyon (Ada Remix),Tracey Thorn,0_1_0
TRADNRD128F4291C72,Sweetest Decline,Beth Orton,0_2_0
TRADOWZ128E0781EB1,Philosophy,Ben Folds Five,1_0_0
TRADOLK128F931A0BD,Cetacea,Björk,0_1_0
TRADPIA128E078EE1B,Heart-Shaped Box,Nirvana,0_1_1
TRADPWT128C7196706,Building Steam With A Grain Of Salt,DJ Shadow,0_2_0
TRADPQN128F932D33E,Heads Will Roll,Yeah Yeah Yeahs,3_0_0
TRADPQP128F930854D,Freeze,LFO,0_0_1
TRADQHV128F92CD663,Unlove Me,Julie Roberts,0_0_1
TRADQXE128F1466AB9,Lady Jane,Queensrÿche,0_0_1
TRADQJL128F92D9957,If I Know You,The Presets,0_0_1
TRADQBK128F92E8B5F,Never Be Ready,Mat Kearney,1_0_0
TRADQSY128F425BB59,One Gun,Lamb of God,0_0_1
TRADRBT128EF34E087,I Go To Sleep (Live),Sia,0_0_1
TRADSUA128C7196C7C,New York,U2,0_1_1
TRADSQZ128F42707D7,Suicidal Dream,Silverchair,1_0_1
TRADSXU12903CF14CA,Walkin' My Baby Back Home,Nat King Cole,0_1_0
TRADTYX128F9310F00,Lady Jane,The Rolling Stones,0_0_1
TRADTGP128F1497D8C,Cripple and the Starfish,Antony and the Johnsons,0_2_7
TRADTCD128F93358C5,Don't Leave Me This Way,Thelma Houston,0_1_0
TRADTWS128F4241AC1,Lovefool,The Cardigans,2_0_1
TRADUTA128F931418A,The Painter And The Magician,William Coulter,0_1_0
TRADUSB128F92C50C6,Scientas,The Shamen,0_2_0
TRADVGV128F42BCACE,Innocence,Avril Lavigne,1_1_2
TRADVSU128E0786371,Redwing,Hem,0_0_1
TRADVZX128F426BF79,Sun Giant,Fleet Foxes,0_1_0
TRADVCE12903CFB19B,Let Her Dance,Bobby Fuller Four,0_0_1
TRADXCF128EF357134,Shut Your Eyes,Snow Patrol,1_1_1
TRADXSZ12903CB185F,I Don't Belong Here,Emil Bulls,0_0_1
TRADXNP128F92CA873,Brainwascht,Ben Folds,1_0_0
TRADXYD128F14534F3,Shimmy Shimmy Quarter Turn (Take It Back To Square One),Hellogoodbye,1_0_0
TRADYDU128F1484B2C,Big Girls Don't Cry (Personal),Fergie,0_1_0
TRADYXQ128F14655F1,Modern Crusaders,Enigma,0_2_0
TRADYYF128F1459C8E,Years,Barbara Mandrell,0_0_1
TRADZQV128F14A5760,The Loco-Motion,Little Eva,0_1_0
TRADZEA128EF344C0C,Your Girl,Blue States,0_2_0
TRADZXK128F429DB92,Show You How,The Killers,1_0_0
TRADZQT128F421EB29,House Of Smoke & Mirrors,Matthew Good,0_0_2
TRAEAEC128F93337F9,The Price,Twisted Sister,1_0_0
TRAEASY128F148247C,Tel que tu es,Charlotte Gainsbourg,0_2_0
TRAEAVR128F426604D,Hors la vie,Benjamin Biolay,0_1_0
TRAEBCS128E0782FC6,The Girl From Back Then,Kings Of Convenience,0_3_0
TRAEBXS128F429933A,Boys,Britney Spears,1_0_0
TRAEBHW12903CE6A74,Falling Over Me,Demi Lovato,0_2_0
TRAEBXE128F933B4F5,Good Girl Gone Bad,Rihanna,1_0_0
TRAECPC12903CD7308,Try Again,Big Star,0_0_1
TRAECBR128F429F8C0,Everytime,Britney Spears,1_1_2
TRAECHJ12903CC36DA,Next Girl,The Black Keys,0_1_0
TRAEDPV128F4291DF6,Ghettomusick,OutKast,1_0_0
TRAEDQF128F4260069,Honey,Bobby Goldsboro,0_0_2
TRAEDVS128F4265C81,Breaking Up Again,Accept,0_0_2
TRAEEUX128F425E0E6,Magic,Bruce Springsteen,1_1_0
TRAEFVO128F9348BCF,De Luna A Sol,Panteón Rococó,1_0_0
TRAEFGO128F92F7E9F,Find My Love,Fairground Attraction,0_1_0
TRAEGLM12903CE5A60,Be With,Koushik,0_1_0
TRAEGNG128F930C1C5,EdenEcho,Kamelot,0_0_2
TRAEGES128F4289833,Ituri,Kante,0_1_0
TRAEGBE128F4284973,Happy Valentine's Day,OutKast,1_0_0
TRAEGUI128F933BCC9,Tuonelan koivut,Kotiteollisuus,0_0_1
TRAEHEI128E07844B9,Never Be Alone,The Get Up Kids,0_0_1
TRAEIVO128F931212E,Blue Rondo A La Turk,The Dave Brubeck Quartet,1_0_0
TRAEIOW128F92DE535,The Greatest,Michelle Williams,0_0_1
TRAEINL12903CBAC41,Man in the Mirror,Michael Jackson,1_1_0
TRAEJFE128F149594A,Grey Matter,Oingo Boingo,1_0_0
TRAEJBF12903CDD2D5,The Chant,Jelly Roll Morton,1_2_0
TRAEJXI128F4291A83,Grad,Baroness,0_1_0
TRAEJFS128F92DE220,Fearless,Taylor Swift,2_2_0
TRAELUY128F93147BA,Chitlins Con Carne,Stevie Ray Vaughan And Double Trouble,0_1_0
TRAELRO128F92DD2F1,Comin' Tonight,Martha Wainwright,0_1_0
TRAELLW128F92D3035,Remind My Soul,Akrobatik,0_1_1
TRAENLH128F427C2E6,All That You Give,The Cinematic Orchestra,0_1_0
TRAENSA128F1454820,Stan,Eminem,0_0_1
TRAEOOG128F148B494,Vivo Per Lei,Andrea Bocelli,1_2_0
TRAEPQE128F9353909,The Equalizer,Junior Boys,0_1_0
TRAEPDL128F9310CE7,Pop Is Dead,Radiohead,1_0_0
TRAEQOS128F92EFD47,Vienna,The Fray,0_1_2
TRAERWQ128F92C2024,Bad Day,Daniel Powter,1_3_1
TRAERXQ128F4294114,Unreconciled,Peter Bradley Adams,0_0_1
TRAERWZ12903CA720C,Rewind,Pillar,0_1_2
TRAERDH12903CB24F2,My,Okay,0_0_1
TRAERCU128F42660A2,Bad days,Timo Maas,0_1_0
TRAERHW128E0787819,Midnight At The Oasis,Renee Olstead,0_1_0
TRAESYL128F92F9AE5,Auto Where To,The Chap,0_0_1
TRAETTV12903CBBD09,Voodoo Chile Blues,Jimi Hendrix,0_1_0
TRAETAX128F14910FF,Oualalaradime,Zebda,1_0_0
TRAETSA128F425C3E9,We Cry,The Script,0_1_1
TRAETLW128F92C44F3,Ingenting,Kent,0_0_1
TRAETGN128F92EBACB,Take Me to This Place,Camiel,0_1_0
TRAEUPC128F423CCAC,Miracle On 8th Street,American Music Club,0_0_1
TRAEUIW12903D018F0,You And Your Heart,Jack Johnson,0_2_0
TRAEUFF128F424EAAF,I've Underestimated My Charm (Again),Black Kids,1_0_0
TRAEVZO128F933323C,Please don't go,Dobenbeck feat. Joanna,0_1_0
TRAEVHU128F92D9EA0,My Never,Blue October,0_0_1
TRAEVJD128F42622A3,Your Redneck Past,Ben Folds Five,1_0_0
TRAEVHZ128F1462293,Apple Of My Eye,Ed Harcourt,1_0_1
TRAEVZX128F1498A3D,That's Just What You Are,Aimee Mann,1_0_0
TRAEVMI128E07821F9,Woman Trouble Blues,Whitesnake,1_0_0
TRAEWXY128E0786183,Vertigo,U2,1_0_0
TRAEWBN12903D08720,Summer Rain,Slinkee Minx,1_0_0
TRAEWXQ128F4277C57,Seven Samurai - Ending Theme,坂本龍一,0_2_0
TRAEXXT128F427AF12,Time You'll Never Get Back,Williamson,0_2_0
TRAEXIY12903D123B0,Straighten Up And Fly Right,Nat King Cole,1_0_0
TRAEXHJ128F149048F,Welcome To The Cruel World,Ben Harper,0_3_1
TRAEXWM128F4297C85,Lafia Jeli,Kasse Mady Diabate,1_0_0
TRAEYSI128E078F5DB,Self Love,Jaguar Wright,0_1_0
TRAEZLQ128F427F954,Chasing Cars,Snow Patrol,1_3_1
TRAEZFJ128F422A5C0,King Kong,SHANADOO,1_0_0
TRAFAIB128F426E636,Where Is My Mind (XFM Live Version),Placebo,0_1_1
TRAFAJC128E078888B,This Lullaby,Queens Of The Stone Age,0_1_1
TRAFBLS12903CB870F,Be Thankful for What You've Got,William DeVaughn,1_2_0
TRAFBMF128F428BCEA,Jewel,Cranes,0_1_1
TRAFBIE12903CC915D,Forgive,Mala,0_1_0
TRAFCZM128F931AD24,Back to '93,Caspa,0_1_0
TRAFCDN128F425C108,Sukiyaki,Tuck & Patti,0_0_1
TRAFCNL12903CD7E17,Day Ditty,Shudder to Think,0_0_1
TRAFCGE128F42BC38D,Acceptable In The 80's,Calvin Harris,1_0_0
TRAFDIU128F145CB16,Sunrise,Jon Lord,0_2_0
TRAFDQI128F1495D67,Ever Fallen In Love (With Someone You Shouldn't've?) (Non Album Track),Billy Talent,2_0_0
TRAFEZC128F933697E,We Used To Talk,Hello Stranger,0_0_1
TRAFEPZ128F42902A8,Hljómalind,Sigur Rós,0_2_0
TRAFEFH128F427F2FA,Satellite,Anna Nalick,1_1_1
